	MF1	MF3	MF6
CYB561D1	-0.00620415735324	0.000345923299509	-0.00656625035997
CYB561D2	-0.00315247021306	-0.00147364946314	0.000181840630456
CYB5A	0.00412820026011	0.00929734500317	0.00514198442564
CYB5B	-0.00533703913758	-3.63127167618e-05	-0.00140951488201
CYB5D1	0.00469744350589	-0.0039114348821	0.00873762986617
CYB5D2	0.000810560286069	-0.00220874306417	-0.000231435772604
CYB5R1	0.00732548751998	0.00292431455068	-0.000901152813998
CYB5R3	0.00362843836375	-0.00429518453709	0.0028559751302
CYB5R4	-0.00679106453234	-0.00199861890516	0.00153051774898
CYBA	-0.00150368249717	-0.00193985041904	0.0155031136428
CYBASC3	-0.0117999312406	-0.00245698471854	-0.00159489652375
CYBB	-0.0103373834205	-0.0240873784399	0.00320735023817
CYBRD1	-0.00457624013487	-0.00183787281329	-0.00860899657774
CYC1	0.00206846208758	-0.00109681409615	-0.00139871719829
CYCS	0.00411652585549	-0.0021072928501	0.0036991844252
CYCSL1	-0.000667228733659	-0.00221154301941	0.00657457472242
CYFIP1	-0.00227983480964	-0.00748201458967	0.0037982391688
CYFIP2	-0.00556179791212	0.000547719192241	-0.0078407687205
CYGB	-0.0102375565787	-8.61651566181e-05	-0.0188822851739
CYHR1	0.00195212611721	0.00370342212603	-0.0026805516511
CYLD	-0.0103610589852	-0.00304621176303	-0.00543994362065
CYLN2	0.0123997506953	0.00252839001754	0.00591528313116
CYORF15A	-0.0272325624469	0.0188236174324	0.0075582452129
CYP11A1	0.00289613809974	0.00817276711101	-0.00271001441443
CYP1B1	0.000533789169487	-0.0267183443783	-0.0171793554093
CYP20A1	0.0018721447343	0.00108895624245	0.00454230501643
CYP27A1	-0.0191934816875	-0.0102166657606	0.000228053123339
CYP2E1	0.00651402955413	-0.0172744202962	-0.00495695599554
CYP2R1	-0.00440760897388	-0.000535057431568	-0.00621338327819
CYP2S1	0.00758654206535	-0.00399832949432	0.00361279922978
CYP2U1	-0.018506067726	0.000794379674618	-0.0108498848972
CYP4F12	0.0224040180322	0.0182837853609	0.00548330751309
CYP4F3	-0.00569746612664	-0.0182774559815	-0.00754419629745
CYP4V2	-0.00472846822072	0.00168269415783	0.00676184512334
CYP51A1	0.00714346335977	0.00424503986491	0.0104601876027
CYSLTR1	-0.0161266173932	-0.0161750056516	-0.000209621695329
CYTH1	0.00354933697842	0.0131983176788	0.00510591399428
CYTH2	0.00400008553007	0.00864082713763	-0.0107726547939
CYTH3	0.00427754883201	-0.00277328898355	-0.00430266159383
CYTH4	-0.00203411604337	0.00345373368625	0.00650278424952
CYTIP	-0.0101573141987	0.00701811777812	0.0111038730063
CYTL1	0.00381144866337	-0.0397160585235	-0.00502731729191
CYTSA	0.00107479659661	0.00592407971951	0.00176703919734
CYTSB	0.0149157997178	0.00255343039595	0.00153456521797
CYYR1	0.00891015415004	0.00188720097948	0.0161519411579
D2HGDH	0.00727739785328	0.00617863501938	-0.00650239896773
D4S234E	-0.0114885563301	0.00917224521048	0.00395134241292
DAAM1	-4.67542205457e-05	-0.00641723652156	0.00207698062405
DAB2	-0.00496359181508	-0.00913841564285	0.00604837614027
DACH1	-0.0088427904471	-0.00385399202305	-0.0134664747235
DAD1	0.00117839131004	-0.000341198881242	0.00425071629682
DAG1	-0.00117936916538	-0.00431751252371	0.0036582139153
DAGLB	0.00554364371632	0.000271214421511	-0.0061681406134
DAK	-0.00150639667888	0.00110995250072	0.00464710117813
DAP	0.00876156530479	0.00179043526592	0.00588484187801
DAP3	-0.00330599548672	-0.000626842618728	0.000480144585746
DAPK1	-0.00211730874635	-0.0115485975845	-0.00417538536255
DAPK3	0.00430169601852	-0.00252288193529	0.00300729603152
DAPP1	0.000727721502999	-0.00707340477983	-0.00677690822617
DARC	0.0105146618311	0.0145940468149	0.00894717009902
DARS	-0.00268857540957	-0.00632390582106	-0.00584133170539
DARS2	-0.00627698817427	0.00149823699712	0.00472731109032
DAXX	-0.00856621878287	-0.0137379786806	-0.00790630958555
DAZAP1	0.00035443508989	-0.00442635112801	-0.000359144373544
DAZAP2	-0.00351863032754	-0.00190896420873	-3.79346668917e-05
DBF4	-0.003636542918	0.00043971769165	-0.00891893721772
DBI	-0.00339463993702	0.00104209814574	0.00733316801743
DBN1	0.00530583865232	0.00372438139194	0.0151087114889
DBNDD1	-0.0205239088274	0.00259633582292	-0.0120051015088
DBNDD2	0.00258679447585	-0.000879040845651	0.00593184821933
DBNL	-0.00492414905185	-0.000541071285733	0.000468521731466
DBP	-0.0118589466475	-0.00826490571731	-0.0151238075301
DBR1	-0.00597215333092	-0.00333848612971	-0.00324914888914
DBT	-0.00704580960055	-0.00880305438213	-0.013086581211
DCAF10	0.0006840009418	0.0043374343167	-0.00158516048841
DCAF15	0.00288834497417	0.00487984036335	0.000179782387137
DCAF16	0.000407032627582	-0.0182655227262	-0.00620798034582
DCAF4L1	0.00979189111159	-0.0054406434148	0.00489146490274
DCAF6	0.00734207585902	0.0109330591098	-0.00326137264584
DCAF7	-0.00632763218998	-0.0107901829393	-0.00511242063485
DCAKD	-0.00132687848018	-0.00105399466273	-0.00496889576127
DCBLD2	0.00362702385892	-0.00773973672266	0.0104031539024
DCI	0.00234810994673	0.00406365565486	0.00249724230879
DCK	0.00209886657621	0.00601723902743	-0.00732190952021
DCLK1	0.00286119788923	0.00313112653965	-0.000523167531516
DCLK3	0.00487791293595	-0.00119838619598	-0.0130217975267
DCLRE1A	-0.0011757212552	-0.00746522448371	0.0101522752893
DCLRE1C	0.00460474644136	-0.00553571347245	-0.00589017240677
DCP1A	0.00276951934517	-0.00296127629598	-0.00558052252269
DCP1B	-0.00108089825293	-0.0031173572902	-0.00457837500106
DCP2	-0.00389219171773	0.00257554179634	-0.00252135373116
DCPS	-0.00196175329328	0.00444400498473	0.00656179051296
DCTD	0.00153636219003	0.00456256764475	0.00277346062087
DCTN1	0.000414516960099	0.00417881395257	0.00385452456125
DCTN2	0.000730439112082	-0.00143926156683	9.05106338153e-05
DCTN3	-0.00421364805828	0.00339161981646	-0.00101181495723
DCTN4	0.00792303016237	0.0047466328342	0.00317710435217
DCTN5	0.00127194605738	-0.000432340727451	-0.00117550589091
DCTN6	0.00416256026596	0.000388420938482	0.00351274404328
DCTPP1	0.00062655437653	-0.0020531755892	0.00123187289741
DCUN1D1	0.00393180116688	0.00379113928455	-0.00679629268061
DCUN1D2	0.00557674691036	-0.0017549844836	-0.00551735158503
DCUN1D3	-0.000521408058879	0.00287864736195	0.0105347676527
DCUN1D4	-0.00144644026578	0.00203149632336	-0.00367779397009
DCUN1D5	-0.00145101568857	-0.00195464229064	0.00464769100604
DCXR	0.00164103081172	0.00234582711483	-0.000239904405811
DDA1	0.00157001556798	0.00331814532314	0.00655319048915
DDAH2	0.00967529787092	0.000813762697133	0.00638858995806
DDB1	0.00292257438139	0.00764123361221	-0.00379803370938
DDB2	0.0161736587952	0.0129651395642	0.0141087445546
DDEF2	0.0142773076126	-0.0187696499156	0.0195221217846
DDHD2	0.0018227694925	0.000953488949225	-0.00060744801469
DDIT3	0.028020225188	0.00830774601274	0.0191383714607
DDIT4	0.0161261398776	0.0068021368314	0.0110980337473
DDIT4L	-0.00658065477327	0.000706083143884	-0.00188552504523
DDN	0.0184266469242	0.00623930604641	0.00517519672603
DDOST	-0.00248576081717	0.00125180101004	0.00121794741179
DDR1	0.00710245195793	0.00855601291024	-0.0035200320125
DDRGK1	-0.000922580324858	-0.000732244309964	0.00231560731599
DDT	-0.00597089000748	0.00105663031867	0.00116881047872
DDX1	-0.00106511830391	-0.000225560541372	-7.30884346245e-05
DDX10	0.00273477421609	0.00188532258362	0.00035105599404
DDX11	0.00463138300399	0.0052307814976	0.00367921147259
DDX12	-0.000953273206649	-0.00227839534788	-0.000393344856318
DDX17	-0.00251491565925	0.000606605876285	-0.00762282114134
DDX18	-0.00409714715306	0.000190865303045	-0.00209736682202
DDX19A	-0.00169605760176	0.00476203543478	-0.00136807206567
DDX19B	0.00155351872169	0.00138920731864	0.00215597149014
DDX20	0.00924070219987	-0.0109649130796	-0.0021133615114
DDX21	-0.00389744933129	-0.00649696023938	-0.00102556620977
DDX23	-0.00531686893244	-0.00146173051743	-0.00191163525502
DDX24	0.0062326206423	0.00723020169661	0.00203110942418
DDX26B	-0.00330204854831	-0.000411003890369	-0.0136028846666
DDX27	0.00143407479211	-0.0115377649341	-0.00633999976177
DDX28	-0.00480567275407	-4.79684211119e-05	-0.0066126376469
DDX31	0.00417764558899	0.00561738390217	-0.00449102384276
DDX39	0.0106786333841	0.0036300737078	0.000785956170145
DDX3X	0.00351200457308	0.00545548393987	-0.00094825603529
DDX41	0.00241740659567	0.00244922816187	-0.000597636215348
DDX42	0.0013909738755	-0.00168004507268	-0.00524319302172
DDX46	-0.00800939498676	-0.00322334745243	-0.0034924896559
DDX47	-0.000932743239822	-0.0021153432235	-0.0019700410013
DDX49	-0.00292187536416	-0.00414681959088	0.0051174943979
DDX5	-0.00271097341592	0.000227868841832	-0.00285703732236
DDX50	0.00213086218604	0.0106934339973	0.00400853428812
DDX51	-0.00348557095587	-0.0109054046633	-0.0139273406113
DDX52	0.00961612723877	0.00309282571093	0.00438485846403
DDX54	-0.000978440676972	-0.0036650145968	0.00148403808431
DDX55	-0.00917806307151	-0.00614029370095	-0.0117289988603
DDX56	0.00486706688728	0.00749743641177	-0.00444994427598
DDX58	-0.00232938845936	-0.0137234467176	0.00937950199985
DDX59	0.00133476120413	-0.00131803920846	0.00270133842487
DDX60	-0.00431871229074	0.00195273757198	0.0150099916308
DDX60L	-0.0110882382942	-0.00678113829024	-0.00291746647459
DEAF1	-0.000165157455587	-0.00348012782398	0.00331184270024
DECR1	0.000386113916349	-0.00547938261687	-0.000565100840241
DECR2	-0.0024070998862	-0.00144925551484	-0.00330169114484
DEDD	0.00241637353334	0.00491562805954	0.00311926484741
DEDD2	0.0102216896405	0.00487563561654	0.00231340141804
DEF6	-0.00178835275341	0.00344083788224	-0.000699015035037
DEF8	-0.0107325103081	-0.00141230149522	-0.00417359243607
DEFA1	0.0228949367808	0.00288536555417	0.00730879985014
DEFA1B	0.022159566819	0.00198422918416	0.00651111657612
DEFA3	0.0249166955625	0.00173531277499	0.00896649785755
DEFA4	0.00824405019997	0.00402685541108	0.0187860584651
DEFB116	-0.00538547750318	0.00237751477581	0.00222699618141
DEFB122	0.00167481073012	-0.00535079433529	0.00017154592844
DEFB123	0.00104205642696	-0.005885343077	-0.000202104444593
DEGS1	-0.00670832885383	-0.00397988324318	-0.00364776982219
DEK	-0.0068175512236	-0.000364352797597	-0.00168762099609
DEM1	-0.00193438390274	-0.00427925924695	-0.00818818643895
DENND1A	0.00672400555322	0.0105823705599	0.0117649199443
DENND1C	-0.000976760023035	0.000697285472956	-0.0038337830766
DENND2C	0.0141417040261	-0.00894157042548	0.0064441516943
DENND2D	-0.0151185533765	0.00175933771674	-0.00695158567535
DENND3	0.0141807692246	0.000847376249232	-0.00101663010226
DENND4A	0.0239835165232	0.0173454351495	0.0052521187497
DENND4B	-0.00333668920148	0.00107013620363	-0.00294757268489
DENND4C	-0.00364543525494	-0.00936921963906	-0.00760277425904
DENND5A	0.0033454007888	0.00600134723754	0.00420342758044
DENND5B	-0.0132306116728	-0.00540611403072	-0.00124945240623
DENR	-0.000232299436995	-0.00221370010898	-0.00224692661509
DEPDC1B	-0.00511813316571	0.00363155542289	0.00330108072571
DEPDC6	0.0222714193832	-0.0111877149143	-0.00710934179559
DERA	-0.0072029114546	-0.00565214014331	-0.00178735665167
DERL1	0.004289035435	0.00853798052235	0.000618065881942
DERL2	-0.00974531511341	-0.00131461165774	0.00252452107156
DERL3	-0.00342494394772	-1.47111348667e-05	0.00157071934571
DET1	-0.0116595199948	-0.00188205347137	-0.00278663343622
DEXI	-0.00560758205151	0.00165272528974	-0.00287980608078
DFFA	-0.0113395080331	-0.0147025469253	-0.00963235369553
DFFB	-0.000374979110866	0.00732747123494	0.00226482122823
DFNA5	-0.0138556147444	0.00782170642573	-0.00325856403413
DFNB59	0.00445789107869	0.00190887290476	-0.00760517982859
DGAT1	0.00868540353646	0.00491522225616	0.00104669400833
DGCR11	0.0043155103154	-0.00466463095616	0.00252621284847
DGCR14	0.00436468267941	0.00402454919483	0.00138268428808
DGCR2	-0.00239129934016	0.00442030782182	-0.00156406966575
DGCR6	-0.00126206372294	0.00641022510493	-5.46738559431e-05
DGCR6L	-0.00137615055604	0.00406104991584	0.000826985211207
DGCR8	0.0143479656008	0.0118199224727	0.00648463200137
DGKA	-0.0120605031833	0.00438834341466	-0.014234886844
DGKD	-0.00264340469972	0.0079172811135	-0.0010967028615
DGKE	-0.0184603696742	-0.00438182406587	-0.00603697239788
DGKQ	0.00628784787584	0.0134274581789	0.00636127023143
DGUOK	-0.00380507668197	0.000375764133659	-9.29239044471e-05
DHCR24	0.0139036823017	-0.00261679209768	0.015999374123
DHCR7	0.0070712687797	0.00385106196905	0.00248249891741
DHDDS	-0.00426063754921	0.00151228056546	0.0031755312579
DHFR	-0.00730308560057	-0.000256613705166	-0.00425770421215
DHFRL1	-0.00889127674279	-0.0129329941073	-0.00514553370537
DHODH	-0.000129509165582	-0.00101338222807	0.00655271982218
DHPS	0.00125570030612	0.00257967433541	-0.00136869849641
DHRS1	-0.00121626958719	-0.00450126623856	-0.00564091376726
DHRS11	0.00594865582639	0.00128997074801	-0.0021413073486
DHRS12	-0.00193514648238	0.00448304423978	-0.00365378659287
DHRS13	0.0132581217446	0.00733628917569	0.00831460532607
DHRS3	0.00344489214072	0.00908874143669	0.000382908850029
DHRS4	-0.00523278892904	-0.00181113319232	0.00602848465707
DHRS4L1	-0.0137714468215	-0.00308196935705	-0.000762772820396
DHRS4L2	-0.00389090998236	-0.00608437157969	0.00678279000982
DHRS7	-0.00573663722949	-0.0025213825456	0.000359876497155
DHRS7B	-0.00414305426794	0.000862056333247	0.00431537809843
DHRS9	0.00272899153651	-0.012936775936	0.0284907995822
DHRSX	-0.00445466719513	-0.00405059318145	0.000389580548328
DHTKD1	-0.00819767793942	0.000726044273385	-0.000658602082297
DHX15	-0.00245604484502	-0.00214907744559	-0.00488334921284
DHX16	0.00079793635306	0.00577745799608	-0.000761876823116
DHX29	0.00402779960235	0.00677031680513	-0.00258748082464
DHX30	0.00182897665437	0.0067351476915	0.00184401101158
DHX32	0.00168746168636	-0.00184235810241	-0.00487421212881
DHX33	-0.00769459908373	-0.0189813806944	-0.00864006970318
DHX34	0.00170611073484	0.0019898976868	0.00152781878272
DHX35	0.00450046586769	0.00591217628041	0.000222733983647
DHX36	-0.000858922347888	-0.00479047752544	-0.00771569092063
DHX37	0.00651800130409	0.00573321621716	0.0010706295491
DHX38	0.00964539873339	0.00944540021524	0.00282230736609
DHX40	0.00794957620832	0.000433148080946	-0.00391365560246
DHX58	-0.00796940114477	0.00713674085263	0.0141090227219
DHX8	0.0107108896393	0.00713885755177	-0.00114371529235
DHX9	-0.00043567612731	-0.00164861022077	-3.57185983167e-06
DIABLO	0.00570514516716	0.00126896331023	0.00518327474271
DIAPH1	-0.000783860582662	-0.00147911216618	0.00346406415882
DIAPH2	-0.00548236777291	-0.00432652085464	0.00301564454466
DIAPH3	-0.00357698681796	0.00243893208538	0.00373527760108
DICER1	-0.00727695859477	-0.00237771460913	-0.00533744028275
DIDO1	0.00231738875868	0.00288600108624	-0.00660580778837
DIMT1L	0.000106637565064	-0.00276580673973	0.000130451466331
DIP2A	0.00688539383875	0.00460528683561	-0.00360206042046
DIP2B	0.000778038458135	0.00430797202014	0.000304615164491
DIRC2	-0.00422307512303	-0.00366083890585	0.00399344532298
DIS3	-0.0129269561466	0.00210399792282	-0.012751828271
DIS3L	-0.00720672527699	-0.00570124555563	-0.00359558428544
DIS3L2	-0.00197325577011	0.00552038537013	0.00538951463069
DISC1	-0.000687011715787	0.00414071165244	0.00691924776272
DISP1	-0.0194138714917	0.00809767390032	0.00152862132789
DJ341D10.1	-0.0036360029442	-0.000317827510832	-0.00173810347188
DKC1	0.00124717729577	-0.0020620681617	-0.000151541041531
DKFZP434I0714	0.00713204537611	-0.00207435861	0.000571261242469
DKFZP434K191	0.00686952142385	0.000527817243631	-0.00156540997677
DKFZP451M2119	0.00332715919799	0.00605026228705	-0.0045798390498
DKFZP564O0523	0.00247890294523	-0.0174635856117	-0.00725042982056
DKFZP586I1420	0.000759474900928	-0.00158239241412	-0.00478650412397
DKFZP667M2411	-0.00730151464628	-0.00900432925879	-0.00608423390555
DKFZP686I15217	0.00341861319375	0.00473534119411	0.00483818290229
DKFZP686K1684	0.00953970170552	0.0116823352793	0.00332256102987
DKFZP686O24166	0.00221604461342	-0.00212214510478	-0.0042535013723
DKFZP761P0423	-0.0269815887931	-0.000724684887492	-0.0151881075704
DKFZP779L1853	0.0044764934277	-0.00665806311547	0.0011631672074
DLAT	-0.00465144662202	0.00076531075739	-0.002732360389
DLD	-0.00196926069947	-0.000870785638126	-0.0039121583132
DLEU1	-0.00223735697268	-0.00686475076126	-0.00402182945954
DLEU2	-0.00199855890892	0.00325988952356	0.000557684887312
DLEU7	-0.0161574272792	-0.0189347610231	-0.0136719132385
DLG1	-0.00910779387327	-0.0108557270197	0.000644471362461
DLG4	0.00528900425215	-0.0152380517528	0.00811990561926
DLG5	0.00776514658945	0.00805778229734	0.00596035262329
DLGAP5	-0.00981325267096	0.00605871964361	0.000486410747361
DLL1	0.0168775518254	0.0239950570684	0.0115631392878
DLST	0.00719371634815	0.00338221889802	0.000110698340279
DMAP1	0.00604323500259	0.00889900758486	0.000335370114966
DMC1	0.00305541656037	-0.0100739980493	-0.0115438940177
DMTF1	-0.000634077045781	0.000484845978255	-0.00897117442128
DMWD	0.00530870001683	-0.00195408744604	0.00533148111542
DMXL2	-0.00273088468601	-0.00772348837209	-5.83692291733e-05
DNA2	0.00952116551289	0.0116223324911	-0.00261161753612
DNAH1	0.00282681401455	0.00821291541023	0.00364597838039
DNAH10	-0.0196472507494	-0.000508813495002	-0.00603642350439
DNAJA1	0.00450948969862	0.000826451919538	0.00186574326299
DNAJA2	0.00469823802654	0.000593847010715	0.000646400427451
DNAJA3	-0.00306018321633	0.00708616496479	4.82404211733e-06
DNAJA4	0.000929494369135	0.0080544424947	-0.00373606609904
DNAJB1	-0.000503377976801	0.00472578133184	0.00398761544838
DNAJB11	0.0035340327209	0.000843671374592	0.00466309027466
DNAJB12	0.00713923064323	-0.00151378887718	0.00270963806369
DNAJB14	0.001125785304	-0.00893801175286	-0.00595816534803
DNAJB2	0.015293665641	0.011471628471	0.00314477430446
DNAJB4	0.00489704605738	-0.00177794120746	-0.00212740853265
DNAJB6	0.00979981613803	-0.00133836060056	0.00192635978424
DNAJB9	0.00476965501518	0.00581035740263	0.00705331003171
DNAJC1	-0.000757642825758	-0.00664225558144	0.0065384306712
DNAJC10	-0.00908369079296	-0.0027634410853	-0.00386342706773
DNAJC12	0.0140629897087	-0.0225972320238	0.0101259228911
DNAJC13	-0.00555881237414	-0.0035031080353	-0.0039004548917
DNAJC14	-0.000607188471392	0.00902069011257	0.00940467796406
DNAJC15	-0.00493868455643	-0.00176837261541	0.00268349089529
DNAJC17	0.00541030371437	0.0102083527216	0.0162991641383
DNAJC18	-0.00512162767473	-0.00485425346785	-0.00190680169985
DNAJC19	-0.0126643017445	-0.00666094076529	-0.00367296384978
DNAJC2	0.00345564191403	0.00298925634935	0.00670376475076
DNAJC21	-0.00819484235776	-0.00517535401943	-0.00336587928595
DNAJC24	-0.00511372220381	0.003832174352	-0.0066120427558
DNAJC25	0.00451961208745	-0.00264065800785	0.000200716297385
DNAJC27	0.0042649364759	0.000504307714999	-0.00378777553789
DNAJC3	0.00256915997025	-0.000590097633121	0.0127915568983
DNAJC30	-0.00726388473889	-0.0116606688474	-0.014589667862
DNAJC4	-0.002208281306	4.2253785248e-05	-0.000114580612158
DNAJC5	0.000232598375704	-0.00851648653594	0.0044041105753
DNAJC7	-0.00241380087177	-0.00580481077949	0.00218345988937
DNAJC8	3.57135242593e-05	0.00198015567124	-0.0016262155039
DNAJC9	-0.00336896776566	0.00402302054788	0.00147608617039
DNAL1	-0.00925083560607	-0.00964112525692	0.00274499310749
DNAL4	-0.000519807282933	0.00246137583733	0.00316563265512
DNASE1L1	-0.00298155281887	-0.00768524779307	-0.00231084003025
DNASE1L3	-0.0304330962241	-0.000401928761868	-0.00871304805736
DNASE2	0.00712141046677	-0.0011926025968	0.00948845699721
DNCL1	0.00145713917903	0.00364722348268	0.0012957219045
DNHD1	0.0310440593792	0.0205922490346	0.017045672186
DNHL1	0.014136594168	0.0129439319207	0.00721246204518
DNLZ	0.0017049040072	0.00564399068328	-4.7633703333e-05
DNM1L	-0.00301384593557	-0.0089398920351	-0.00232856287458
DNM2	0.00318022218516	0.00311779146963	0.00242125013885
DNM3	0.0158304569641	-0.0238768259058	0.0296472955046
DNMT1	-0.00226761672139	0.00150758027496	-0.00546005883298
DNMT3B	0.00730087364083	-0.00437648328919	0.00943356969037
DNPEP	0.00104759768794	-0.00279116878307	0.00552040328733
DNTT	-0.0538861129266	-0.00451407634507	-0.0637708653981
DNTTIP1	-0.00586177263491	-0.00416697955373	-0.00418012269739
DNTTIP2	0.006775644903	0.00506369525362	0.00782252578866
DOCK10	-0.00103584268584	0.00617506505828	-0.00234265656138
DOCK11	-0.00134880913676	-0.000388542251064	-0.000667696861685
DOCK2	-0.00415364551075	-0.000655930411346	-0.00251023550934
DOCK3	0.0127647145572	-0.0115685015167	0.0078848281699
DOCK5	0.00488092703777	-0.00702300307435	0.00602816026415
DOCK7	0.00554899940049	0.0091726375939	0.00721639769441
DOCK8	-0.0057335728449	-0.00340394101357	-0.00147046573245
DOHH	0.0170644239269	0.0142604074699	0.0141098131971
DOK2	0.00167138901208	-0.00108569316354	0.00888924066725
DOK3	0.000662546071159	-0.00378239093106	0.00935874993717
DOLK	-0.00701348566449	-0.000429658344678	0.00739890428871
DOLPP1	0.00555993816509	-0.00160720236296	0.000595836663044
DOM3Z	-0.00378012512448	0.000467565095083	-0.00809440460199
DONSON	-0.00648093672689	-0.000789998396562	-0.00326138487078
DOPEY1	0.00175472600782	-0.0146204699184	0.00436038288859
DOPEY2	-0.00539626971491	-0.00934124571765	-0.00921276580085
DOT1L	0.00714929481664	0.0111299532917	0.00647038666245
DPAGT1	-0.00835736851463	-0.00860215930063	-0.00602280687437
DPEP2	-0.0112359261066	-0.00246719655571	-0.00981243161005
DPEP3	-0.0121644511959	-0.00117075767586	0.0315474464817
DPF1	0.011437602723	0.00299863839272	0.00484196243836
DPF2	0.00369339536492	0.000342024531394	-0.00308292786656
DPH2	-0.000864548184453	0.00152474630682	-0.00217820496143
DPH3	-0.00129694050619	-0.000780753483881	0.00759721597706
DPH5	-0.0068715442629	0.00179262730648	-0.00452912704975
DPM1	-0.000111275126511	0.000833117564471	0.00260143172347
DPM2	0.0116244875996	0.00562151164108	-0.000718360961283
DPM3	-0.00206188060925	-0.00134699148609	0.00342961601991
DPP3	0.00270040343969	0.00398630027972	0.00380062193718
DPP4	-0.000628409474992	0.0173587146311	0.00245905362619
DPP7	0.00678801724414	0.0117004616754	0.00725665859139
DPP8	-0.0077194593874	-0.0101116859051	-0.00543968934381
DPP9	-0.00174807226301	-0.00647155133797	-0.00242078109771
DPPA4	0.0212952565591	-0.0273638768865	-0.0341152147321
DPRXP4	-0.00452227997317	-0.00741600047085	0.00241737049169
DPY19L1	-0.00364554435117	0.000750391956138	0.00483699319592
DPY30	-0.00445491142241	-0.000140856733197	0.00184071050003
DPYD	-0.012597304732	-0.00735583650106	-0.00287290791604
DPYSL2	-0.000634471037812	-0.00288583164505	0.00106234206605
DPYSL5	0.0278410604519	0.0309372622886	0.000832154389987
DR1	0.00153926084253	0.00817330365122	0.00189160686556
DRAM1	-0.00283231288628	-0.00312829752193	0.0104074078332
DRAP1	0.00363525817745	0.00501397057339	0.00516896121129
DRD3	-0.00901401323806	-0.00745679605226	-0.000107176414038
DRD4	0.00337696395793	0.00651232438998	-0.002271228631
DRG1	-0.00290391952634	0.00037788459158	0.00170220509086
DRG2	0.000630462338277	0.00651701512842	0.0011932678153
DSC2	0.00379492299603	0.00280522097489	0.0117242570653
DSC3	0.00105050228832	-0.00112015197265	0.00224104468335
DSCAM	0.00780790732524	0.011871224561	0.00230389568912
DSCC1	0.00436911159809	0.00686371522514	0.00486794441198
DSCR10	0.00437795981601	0.00164222882642	-0.00456899991064
DSCR3	-0.00289278355461	-0.000697504278006	0.000767354098042
DSE	0.00264661234896	-0.00588026454246	0.00954910749829
DSG2	0.00499037134324	-0.00756938535737	-0.00165024614131
DSN1	-0.00685096783492	-0.00648667523681	-0.0105212518466
DSTN	0.00180739907761	0.00126469338479	0.0061168359794
DSTYK	0.00479122621084	-0.00580000527561	-0.00887899696574
DTD1	0.00299205896312	0.00122989133533	0.00746424557757
DTL	-0.00628457815245	-0.00522942173557	-0.00604979889112
DTNBP1	-0.00528878693932	-0.00337845354182	0.00560917504037
DTWD1	-0.00193549138702	-0.00055066977639	-0.00512420826047
DTWD2	-0.000761299679883	-0.00894617272526	-0.0129195612153
DTX1	-0.00660468755563	0.00911701517007	-0.000812095764351
DTX2	-0.0021523103508	0.00343721233339	-0.000112995564815
DTX3	0.00227775421637	0.00746932694991	-0.00332335171027
DULLARD	-0.00468498680974	0.00542715281794	0.00480144247991
DUS1L	0.00225618787236	0.00704809964921	-0.0010530636826
DUS2L	-0.00555752107871	0.00140234531567	-0.00502318345112
DUS3L	0.00898687812802	-0.000140008210835	0.00406723235438
DUS4L	-0.00293933084481	-0.00144553279397	0.000284892778128
DUSP1	-0.0011244610996	0.00841449697968	0.0126733623305
DUSP10	0.0188989980787	0.00616053264331	0.0103573877482
DUSP11	0.00280610789256	0.0022182413537	0.00150789846541
DUSP12	-0.00248371103702	-0.000844643368008	-0.00241974364833
DUSP14	0.00523087059998	0.00623437684807	0.0113671139646
DUSP16	0.00213593181323	0.0124707601069	0.0018740944007
DUSP18	-0.018469847836	-0.0183261483383	-0.0143839562907
DUSP19	-0.00227640581593	-0.0112853722212	-0.00917331264504
DUSP2	0.00960167674844	0.00916693002138	0.0234334619938
DUSP22	-0.0103145424789	-0.00567476489672	-0.00231584320484
DUSP23	-0.00195769818083	-0.00763222166739	0.00452764452362
DUSP28	-0.00500878123608	-0.00178859006822	-0.000569718930582
DUSP3	-0.00328106449763	-0.0114562757816	-0.00342680433529
DUSP5	0.00366899811822	0.00433213412637	0.0186966702729
DUSP6	-0.00771230363461	-0.00514502330509	0.0151849679321
DUSP8	0.00843581450103	-0.0140733588572	0.00340532145489
DUT	-0.00136867329607	0.00121168737347	0.00115179432845
DUXAP3	0.00286732424569	-0.00939939823475	-0.0123732647426
DVL2	0.000525442383809	-0.00208983371432	0.000332555188594
DVL3	-0.00525499563469	-0.0147031641946	-0.0138109541707
DYDC2	-0.00781470666582	0.00252774858383	-0.00312395860159
DYM	-0.00530560419173	-0.00129777441558	-0.000541510318319
DYNC1H1	0.00684055129593	0.00236603814483	0.00319032280641
DYNC1I2	-0.00346147170809	-0.000846926150131	6.65383394351e-05
DYNC1LI2	0.00547962761328	-0.0027665621854	-0.00867229771692
DYNC2H1	0.00183970912276	-0.00503800266526	0.00646238908235
DYNC2LI1	0.00227841061342	-0.00164200827382	-0.00201376311681
DYNLL1	0.00260800566686	0.00576327940306	0.00182628573595
DYNLL2	0.00918012570192	0.00905728045576	0.0116257372462
DYNLRB1	-0.000571705806254	-0.00352995389706	0.00266089093841
DYNLT1	-0.00635764240392	-0.00214430102569	0.00187597241973
DYNLT3	-0.0059019536643	-0.000678079305709	0.00383414053309
DYRK1A	0.00361294428223	0.000935357016463	-0.00715357221431
